customerID,gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
cust-0791,male,0,14.0,yes,no,one year,yes,electronic check,55.9,780.76,no
cust-0744,female,0,17.0,yes,dsl,one year,yes,mailed check,100.51,1740.86,no
cust-0755,male,1,16.0,yes,no,month-to-month,no,mailed check,69.2,1062.19,yes
cust-0793,female,0,35.0,yes,fiber optic,one year,no,electronic check,109.9,3931.76,yes
cust-0518,female,1,44.0,yes,fiber optic,two year,yes,mailed check,96.57,4077.42,no
cust-0373,male,1,8.0,yes,fiber optic,month-to-month,yes,electronic check,64.79,532.43,yes
cust-0046,female,0,24.0,yes,fiber optic,two year,yes,electronic check,23.36,544.16,no
cust-0946,male,0,34.0,yes,dsl,month-to-month,no,mailed check,90.2,3194.51,no
cust-0961,male,0,26.0,yes,no,one year,yes,credit card,78.74,,no
cust-0172,male,1,33.0,yes,dsl,month-to-month,yes,mailed check,97.41,3240.58,yes
cust-0017,male,0,7.0,yes,dsl,month-to-month,no,bank transfer,24.02,168.67,yes
cust-0512,male,0,3.0,yes,no,one year,yes,electronic check,53.03,157.43,no
cust-0049,female,1,28.0,yes,fiber optic,one year,no,mailed check,51.62,1382.18,no
cust-0943,female,0,9.0,yes,fiber optic,month-to-month,no,electronic check,25.54,224.09,yes
cust-0875,male,0,50.0,yes,dsl,two year,yes,credit card,42.79,2173.1,no
cust-0516,male,0,46.0,no,dsl,month-to-month,no,mailed check,52.07,2350.22,no
cust-0717,female,0,49.0,yes,dsl,month-to-month,yes,credit card,63.89,3086.25,no
cust-0481,female,0,4.0,yes,dsl,two year,yes,electronic check,60.39,244.34,no
cust-0284,male,0,65.0,no,no,two year,yes,mailed check,,2347.79,no
cust-0750,female,0,71.0,no,dsl,month-to-month,yes,electronic check,65.44,4694.1,no
cust-0866,female,1,57.0,yes,no,two year,yes,mailed check,94.89,5449.41,no
cust-0226,male,0,30.0,yes,no,month-to-month,yes,electronic check,63.45,,no
cust-0027,male,1,26.0,yes,dsl,month-to-month,yes,mailed check,,2009.38,yes
cust-0814,female,0,34.0,yes,fiber optic,month-to-month,yes,electronic check,76.48,2601.98,yes
cust-0438,female,0,23.0,yes,fiber optic,month-to-month,no,bank transfer,80.53,1940.61,yes
cust-0991,female,0,41.0,yes,fiber optic,month-to-month,no,mailed check,35.26,1479.55,no
cust-0365,female,0,40.0,yes,dsl,one year,yes,credit card,38.38,1593.03,no
cust-0230,female,0,26.0,yes,dsl,month-to-month,yes,electronic check,94.41,2489.98,no
cust-0038,male,0,12.0,no,no,month-to-month,yes,bank transfer,77.01,878.46,no
cust-0670,male,0,23.0,yes,no,two year,yes,electronic check,45.94,,yes
cust-0375,male,0,46.0,yes,dsl,month-to-month,yes,mailed check,101.14,4573.72,no
cust-0470,female,0,48.0,yes,fiber optic,month-to-month,no,bank transfer,62.34,2896.45,no
cust-0886,male,0,62.0,yes,dsl,one year,no,credit card,68.17,4303.17,no
cust-0735,male,0,11.0,yes,no,month-to-month,no,bank transfer,108.75,1246.23,yes
cust-0757,female,1,,yes,fiber optic,two year,yes,bank transfer,64.68,2374.82,no
cust-0195,male,0,47.0,yes,fiber optic,two year,yes,mailed check,86.49,4165.74,no
cust-0890,male,1,6.0,yes,no,month-to-month,yes,bank transfer,45.07,257.84,yes
cust-0900,male,0,,yes,,month-to-month,no,mailed check,36.64,2375.18,no
cust-0504,female,0,68.0,yes,fiber optic,month-to-month,no,electronic check,107.26,7453.92,no
cust-0767,female,0,3.0,yes,dsl,one year,yes,credit card,,186.56,no
cust-0865,male,1,60.0,yes,no,month-to-month,yes,credit card,89.96,,no
cust-0580,male,0,13.0,yes,fiber optic,one year,yes,credit card,,954.04,yes
cust-0863,female,0,52.0,yes,fiber optic,two year,yes,mailed check,87.31,4607.06,no
cust-0681,female,0,53.0,yes,dsl,month-to-month,yes,bank transfer,38.19,2021.96,yes
cust-0163,female,0,44.0,yes,fiber optic,two year,yes,credit card,,1301.09,no
cust-0733,female,0,33.0,yes,no,month-to-month,yes,bank transfer,96.01,3098.23,yes
cust-0153,male,0,25.0,yes,fiber optic,one year,yes,bank transfer,61.12,1472.73,no
cust-0712,female,0,44.0,yes,fiber optic,month-to-month,yes,electronic check,20.12,921.53,no
cust-0731,male,0,21.0,yes,no,one year,yes,credit card,77.96,1706.16,no
cust-0787,female,0,13.0,yes,dsl,month-to-month,yes,mailed check,35.33,455.85,no
cust-0112,male,0,47.0,yes,dsl,month-to-month,no,electronic check,86.19,3867.55,no
cust-0227,female,0,25.0,yes,dsl,two year,no,bank transfer,49.79,1260.17,no
cust-0719,male,1,56.0,no,dsl,one year,no,bank transfer,27.16,,no
cust-0104,female,1,11.0,yes,dsl,month-to-month,no,mailed check,102.2,1144.41,no
cust-0422,female,0,28.0,yes,dsl,one year,no,electronic check,75.48,2064.56,no
cust-0420,female,1,24.0,yes,,month-to-month,yes,mailed check,88.25,2198.63,yes
cust-0782,female,1,53.0,yes,no,month-to-month,yes,bank transfer,25.72,1373.76,yes
cust-0587,male,0,54.0,yes,fiber optic,one year,no,bank transfer,84.91,4628.18,no
cust-0812,female,0,59.0,yes,fiber optic,two year,yes,bank transfer,61.35,3513.51,no
cust-0673,male,1,10.0,yes,dsl,month-to-month,no,electronic check,57.74,596.96,yes
cust-0120,female,0,7.0,yes,dsl,one year,yes,electronic check,28.31,191.46,no
cust-0054,female,0,49.0,no,fiber optic,one year,no,mailed check,78.3,3688.81,yes
cust-0152,male,0,68.0,no,fiber optic,month-to-month,yes,electronic check,24.75,1764.57,no
cust-0985,female,0,5.0,yes,no,month-to-month,yes,electronic check,28.86,145.45,no
cust-0208,female,0,63.0,yes,dsl,two year,yes,electronic check,,6407.74,no
cust-0659,female,0,,yes,fiber optic,one year,no,electronic check,92.23,,no
cust-0925,male,0,59.0,no,dsl,month-to-month,no,mailed check,23.29,1316.84,yes
cust-0794,female,0,25.0,yes,fiber optic,month-to-month,no,bank transfer,108.85,2605.5,yes
cust-0009,female,0,44.0,yes,fiber optic,month-to-month,no,electronic check,108.44,4557.55,no
cust-0980,female,1,71.0,yes,no,two year,yes,credit card,60.68,4107.73,no
cust-0037,male,0,19.0,yes,no,month-to-month,yes,mailed check,48.27,937.44,yes
cust-0453,male,1,65.0,yes,no,two year,yes,mailed check,34.73,2301.22,no
cust-0652,female,0,8.0,no,fiber optic,month-to-month,no,electronic check,79.55,608.99,no
cust-0254,male,0,14.0,yes,no,month-to-month,no,mailed check,56.25,795.06,no
cust-0304,female,0,55.0,yes,fiber optic,one year,yes,bank transfer,82.57,4566.14,no
cust-0778,female,0,57.0,no,no,month-to-month,yes,electronic check,21.18,1153.69,no
cust-0572,female,0,48.0,yes,fiber optic,month-to-month,no,credit card,0.01,3992.44,yes
cust-0624,male,1,23.0,yes,dsl,month-to-month,no,mailed check,,1345.89,yes
cust-0741,male,0,12.0,yes,dsl,one year,no,electronic check,58.74,739.74,no
cust-0751,male,0,13.0,yes,no,month-to-month,yes,mailed check,99.84,1337.25,no
cust-0263,male,0,55.0,yes,no,two year,no,bank transfer,80.5,4288.19,no
cust-0611,male,1,37.0,yes,,month-to-month,yes,credit card,22.0,811.13,no
cust-0415,female,0,45.0,yes,fiber optic,one year,no,mailed check,41.62,1843.06,no
cust-0151,female,0,,yes,fiber optic,month-to-month,yes,credit card,68.01,206.77,no
cust-0820,male,0,55.0,no,no,two year,yes,mailed check,80.67,4598.82,no
cust-0926,male,0,44.0,yes,dsl,month-to-month,no,mailed check,,3267.59,yes
cust-0551,female,1,70.0,yes,dsl,two year,no,electronic check,80.23,5418.79,yes
cust-0823,male,0,0.0,yes,dsl,month-to-month,yes,electronic check,65.55,0.0,yes
cust-0489,female,0,,no,dsl,one year,yes,mailed check,,2693.47,yes
cust-0711,female,0,34.0,yes,dsl,one year,no,bank transfer,,1852.38,yes
cust-0147,female,0,59.0,yes,fiber optic,one year,yes,credit card,96.59,5710.53,no
cust-0752,female,0,13.0,no,no,month-to-month,no,credit card,52.23,698.8,yes
cust-0971,female,0,68.0,no,fiber optic,one year,no,credit card,29.43,1932.1,no
cust-0771,male,0,21.0,yes,fiber optic,month-to-month,no,electronic check,105.8,2317.48,no
cust-0660,female,0,53.0,yes,no,month-to-month,yes,credit card,96.11,5068.82,yes
cust-0349,male,1,17.0,yes,no,month-to-month,yes,bank transfer,101.83,1752.77,yes
cust-0464,female,0,49.0,yes,dsl,two year,yes,electronic check,95.07,4531.91,no
cust-0326,female,0,40.0,yes,dsl,one year,no,credit card,85.84,3478.71,no
cust-0187,female,0,15.0,yes,dsl,month-to-month,yes,credit card,,704.2,yes
cust-0124,male,0,40.0,yes,dsl,one year,no,electronic check,95.87,3818.8,no
cust-0889,male,0,3.0,yes,no,month-to-month,yes,bank transfer,30.0,87.81,no
cust-0609,female,0,36.0,no,fiber optic,one year,yes,mailed check,58.39,2041.03,no
cust-0144,male,0,34.0,yes,no,month-to-month,no,electronic check,54.04,,no
cust-0857,male,0,53.0,yes,dsl,month-to-month,no,mailed check,22.77,1226.04,no
cust-0198,female,1,20.0,yes,fiber optic,two year,yes,bank transfer,67.74,1371.74,yes
cust-0610,female,0,25.0,yes,dsl,month-to-month,yes,credit card,32.54,778.85,no
cust-0280,female,0,61.0,yes,fiber optic,two year,yes,bank transfer,29.74,1786.66,no
cust-0294,male,0,26.0,yes,no,month-to-month,yes,electronic check,20.16,506.72,no
cust-0401,male,0,3.0,yes,dsl,month-to-month,yes,mailed check,100.78,306.16,no
cust-0123,male,1,27.0,yes,fiber optic,one year,yes,electronic check,80.56,2268.11,no
cust-0184,female,1,17.0,yes,no,month-to-month,no,electronic check,84.39,1436.71,yes
cust-0203,male,0,58.0,no,no,month-to-month,yes,mailed check,53.53,2960.28,yes
cust-0439,female,0,48.0,yes,fiber optic,month-to-month,yes,bank transfer,83.38,4139.75,no
cust-0247,male,0,36.0,yes,fiber optic,month-to-month,no,electronic check,32.02,1162.72,no
cust-0416,male,1,62.0,yes,fiber optic,one year,yes,bank transfer,31.22,,yes
cust-0808,female,0,58.0,yes,dsl,two year,no,mailed check,53.86,3248.91,no
cust-0797,female,0,12.0,yes,no,two year,yes,mailed check,81.79,,yes
cust-0960,female,0,58.0,no,fiber optic,month-to-month,yes,electronic check,109.3,6417.36,no
cust-0800,female,0,29.0,yes,no,month-to-month,no,bank transfer,47.85,1353.85,no
cust-0924,female,0,39.0,yes,fiber optic,month-to-month,yes,bank transfer,27.84,1034.95,yes
cust-0130,female,0,4.0,yes,dsl,two year,no,electronic check,44.48,179.67,no
cust-0638,male,0,66.0,yes,fiber optic,two year,no,bank transfer,82.79,5444.75,no
cust-0403,female,0,27.0,yes,fiber optic,one year,no,credit card,59.33,1677.05,no
cust-0937,male,0,22.0,yes,fiber optic,month-to-month,yes,credit card,32.31,744.94,no
cust-0802,male,0,25.0,yes,dsl,month-to-month,no,mailed check,67.14,1640.7,no
cust-0736,female,1,17.0,yes,dsl,one year,no,mailed check,77.28,1298.92,yes
cust-0950,female,0,67.0,yes,dsl,one year,no,credit card,,6066.22,no
cust-0220,female,0,46.0,no,no,month-to-month,yes,mailed check,37.77,1725.74,no
cust-0642,male,1,16.0,yes,dsl,month-to-month,no,electronic check,107.18,1754.22,yes
cust-0952,female,0,35.0,yes,dsl,two year,yes,mailed check,51.71,1899.7,no
cust-0784,male,0,47.0,yes,dsl,month-to-month,no,electronic check,66.12,3165.35,no
cust-0888,male,0,13.0,yes,dsl,month-to-month,yes,bank transfer,50.52,657.71,no
cust-0957,female,0,68.0,yes,no,month-to-month,yes,credit card,31.36,,yes
cust-0625,female,0,9.0,yes,dsl,month-to-month,yes,credit card,97.15,857.28,no
cust-0873,female,0,54.0,yes,dsl,month-to-month,no,electronic check,30.22,1550.6,no
cust-0923,female,0,43.0,yes,fiber optic,two year,yes,mailed check,,3254.32,no
cust-0387,male,0,40.0,yes,fiber optic,month-to-month,no,electronic check,78.43,3234.62,yes
cust-0510,female,0,53.0,yes,,month-to-month,yes,electronic check,44.79,2285.81,no
cust-0268,female,0,12.0,yes,dsl,one year,yes,mailed check,64.96,791.69,no
cust-0853,male,1,,yes,dsl,month-to-month,no,bank transfer,34.43,854.31,no
cust-0442,female,0,33.0,yes,dsl,month-to-month,yes,bank transfer,29.99,,yes
cust-0497,female,0,68.0,yes,dsl,month-to-month,no,bank transfer,,4583.99,yes
cust-0113,female,0,15.0,yes,dsl,month-to-month,yes,bank transfer,47.31,677.09,no
cust-0692,male,0,49.0,yes,dsl,one year,yes,bank transfer,39.42,2019.06,no
cust-0233,female,0,51.0,yes,fiber optic,month-to-month,yes,bank transfer,109.04,5504.17,no
cust-0905,male,0,62.0,yes,fiber optic,month-to-month,yes,bank transfer,76.48,4522.75,no
cust-0608,male,0,65.0,yes,dsl,month-to-month,no,bank transfer,49.98,3275.95,no
cust-0672,female,1,62.0,no,fiber optic,month-to-month,no,credit card,79.77,5134.53,yes
cust-0374,female,0,25.0,no,no,month-to-month,yes,credit card,62.84,1560.73,no
cust-0878,female,0,15.0,yes,fiber optic,one year,yes,mailed check,26.31,407.3,no
cust-0234,male,0,3.0,no,no,month-to-month,yes,mailed check,81.12,241.61,no
cust-0817,female,0,7.0,yes,fiber optic,month-to-month,no,credit card,87.34,611.51,yes
cust-0677,male,0,32.0,yes,dsl,one year,yes,mailed check,46.35,1514.33,no
cust-0318,male,0,17.0,yes,dsl,month-to-month,no,mailed check,,971.89,no
cust-0649,female,0,34.0,yes,dsl,month-to-month,yes,electronic check,45.68,1579.63,yes
cust-0411,male,0,12.0,yes,fiber optic,month-to-month,yes,credit card,38.7,445.29,yes
cust-0935,male,0,55.0,yes,no,one year,no,bank transfer,107.12,5877.12,yes
cust-0710,female,0,27.0,no,fiber optic,one year,no,electronic check,53.01,1367.58,no
cust-0359,female,0,11.0,yes,no,one year,yes,mailed check,80.1,853.69,no
cust-0259,female,0,68.0,yes,,month-to-month,yes,credit card,47.49,3231.96,no
cust-0745,male,0,48.0,yes,dsl,two year,no,credit card,68.83,3236.07,no
cust-0628,female,0,4.0,yes,dsl,month-to-month,no,electronic check,0.01,223.15,yes
cust-0633,female,0,45.0,yes,dsl,month-to-month,no,bank transfer,64.02,2878.21,no
cust-0283,male,0,35.0,yes,,two year,yes,credit card,78.58,2733.37,yes
cust-0377,female,0,47.0,yes,fiber optic,month-to-month,no,bank transfer,48.79,2353.97,yes
cust-0385,female,0,19.0,yes,dsl,one year,yes,electronic check,32.04,592.01,no
cust-0225,male,0,19.0,yes,fiber optic,month-to-month,yes,bank transfer,21.63,,yes
cust-0995,male,0,68.0,yes,fiber optic,one year,yes,mailed check,102.27,7277.31,no
cust-0848,female,0,17.0,yes,dsl,month-to-month,no,mailed check,63.26,1099.79,no
cust-0473,male,1,31.0,yes,no,month-to-month,no,electronic check,95.9,2857.99,no
cust-0348,male,0,41.0,yes,no,two year,yes,electronic check,42.79,1693.7,no
cust-0506,male,0,37.0,yes,dsl,two year,yes,mailed check,35.8,1342.32,no
cust-0640,male,1,17.0,yes,dsl,two year,yes,credit card,55.25,908.48,no
cust-0798,female,0,54.0,yes,fiber optic,two year,yes,electronic check,57.49,3092.77,no
cust-0968,male,0,17.0,yes,fiber optic,month-to-month,yes,bank transfer,,,yes
cust-0942,female,0,10.0,yes,no,month-to-month,yes,mailed check,72.51,689.72,no
cust-0620,female,0,36.0,no,dsl,month-to-month,yes,credit card,52.41,1799.86,no
cust-0891,female,0,8.0,yes,dsl,two year,yes,mailed check,,709.1,no
cust-0836,male,0,29.0,no,,month-to-month,yes,mailed check,104.83,,yes
cust-0882,female,1,69.0,yes,no,month-to-month,yes,electronic check,101.69,7000.36,no
cust-0557,male,0,70.0,yes,fiber optic,month-to-month,yes,bank transfer,72.89,4854.47,yes
cust-1000,male,0,24.0,yes,fiber optic,two year,no,credit card,58.6,1361.45,no
cust-0578,female,0,59.0,yes,no,month-to-month,no,credit card,,1753.91,no
cust-0796,female,0,17.0,yes,dsl,month-to-month,yes,bank transfer,55.52,898.6,no
cust-0086,male,0,58.0,no,fiber optic,one year,yes,credit card,23.23,1315.72,no
cust-0243,female,0,14.0,yes,dsl,month-to-month,yes,credit card,71.04,998.05,yes
cust-0699,male,1,41.0,yes,dsl,month-to-month,no,electronic check,89.84,3687.4,yes
cust-0910,male,0,,yes,no,month-to-month,yes,bank transfer,63.52,1623.02,yes
cust-0160,female,0,50.0,yes,fiber optic,month-to-month,yes,credit card,62.44,3100.88,yes
cust-0525,female,0,11.0,yes,dsl,month-to-month,yes,mailed check,89.52,941.32,yes
cust-0036,female,0,49.0,yes,fiber optic,month-to-month,no,credit card,48.44,2374.1,no
cust-0541,female,0,47.0,yes,fiber optic,month-to-month,yes,credit card,98.44,4422.88,yes
cust-0171,female,0,62.0,no,fiber optic,month-to-month,yes,mailed check,,3006.28,no
cust-0655,male,0,53.0,yes,fiber optic,month-to-month,yes,mailed check,97.34,5306.85,yes
cust-0927,male,0,9.0,yes,no,month-to-month,yes,mailed check,46.49,434.22,no
cust-0893,female,0,33.0,yes,dsl,two year,yes,bank transfer,93.08,3196.35,no
cust-0883,male,0,6.0,yes,dsl,month-to-month,yes,mailed check,96.18,595.7,yes
cust-0984,male,0,40.0,yes,fiber optic,month-to-month,no,bank transfer,40.18,1641.3,no
cust-0734,female,0,24.0,yes,dsl,one year,no,electronic check,72.41,1732.79,yes
cust-0096,male,0,39.0,yes,dsl,month-to-month,yes,electronic check,47.88,1888.22,no
cust-0564,male,0,64.0,yes,fiber optic,month-to-month,yes,mailed check,77.26,,yes
cust-0241,female,1,19.0,yes,dsl,month-to-month,yes,electronic check,22.91,454.4,no
cust-0743,female,0,42.0,yes,dsl,one year,no,electronic check,,1807.65,no
cust-0575,female,0,63.0,yes,dsl,one year,no,electronic check,67.94,4257.36,yes
cust-0691,male,0,34.0,yes,,one year,no,bank transfer,46.46,,no
cust-0461,male,0,,yes,no,one year,yes,bank transfer,,998.58,no
cust-0554,female,1,26.0,yes,fiber optic,two year,yes,mailed check,24.77,657.82,no
cust-0858,male,0,68.0,yes,fiber optic,month-to-month,no,mailed check,75.57,,yes
cust-0914,male,0,59.0,yes,dsl,month-to-month,no,mailed check,50.51,3120.6,no
cust-0207,male,0,15.0,yes,dsl,month-to-month,no,electronic check,48.82,704.46,no
cust-0393,male,0,29.0,yes,dsl,month-to-month,no,electronic check,,1170.84,no
cust-0795,male,0,3.0,yes,no,month-to-month,yes,mailed check,99.35,310.4,yes
cust-0398,male,0,51.0,yes,fiber optic,month-to-month,yes,credit card,31.48,1628.55,no
cust-0884,male,0,38.0,yes,no,month-to-month,no,credit card,64.14,2381.59,no
cust-0218,female,0,23.0,yes,no,two year,yes,mailed check,106.61,2557.6,no
cust-0005,male,0,10.0,yes,no,month-to-month,no,credit card,26.77,277.04,no
cust-0769,male,0,70.0,yes,fiber optic,one year,yes,electronic check,100.73,,no
cust-0643,male,0,60.0,yes,dsl,month-to-month,yes,mailed check,28.54,1791.85,no
cust-0934,female,0,66.0,yes,no,month-to-month,no,mailed check,47.13,3223.45,yes
cust-0613,female,0,15.0,yes,fiber optic,month-to-month,no,mailed check,69.87,,yes
cust-0739,male,0,25.0,yes,dsl,one year,yes,electronic check,51.09,1267.94,no
cust-0547,male,0,20.0,yes,fiber optic,two year,no,credit card,57.79,1128.42,no
cust-0726,female,0,60.0,no,no,one year,no,mailed check,101.26,6362.32,no
cust-0954,female,0,18.0,no,no,one year,no,bank transfer,70.38,1255.28,no
cust-0684,female,0,,yes,fiber optic,month-to-month,yes,bank transfer,35.72,,no
cust-0099,male,0,50.0,yes,dsl,two year,yes,electronic check,95.51,4935.82,no
cust-0805,male,0,28.0,yes,dsl,month-to-month,yes,credit card,21.07,,yes
cust-0728,female,1,10.0,yes,fiber optic,two year,no,bank transfer,108.3,1105.35,no
cust-0574,female,1,19.0,yes,fiber optic,month-to-month,no,bank transfer,88.3,1669.01,yes
cust-0407,male,1,16.0,yes,dsl,month-to-month,no,bank transfer,,1550.0,no
cust-0503,male,0,22.0,yes,no,two year,no,electronic check,89.0,1973.67,no
cust-0048,female,0,61.0,yes,no,two year,no,electronic check,,1895.65,no
cust-0033,male,0,69.0,yes,dsl,month-to-month,yes,credit card,59.26,4237.0,no
cust-0780,female,1,54.0,yes,fiber optic,two year,yes,credit card,78.84,4290.96,yes
cust-0840,female,0,9.0,yes,dsl,month-to-month,yes,bank transfer,39.24,355.82,no
cust-0201,female,0,67.0,no,fiber optic,month-to-month,no,electronic check,40.67,,yes
cust-0135,female,0,12.0,yes,no,month-to-month,no,credit card,73.02,879.18,no
cust-0028,female,1,14.0,yes,dsl,one year,yes,bank transfer,89.21,1204.49,no
cust-0916,male,0,43.0,yes,dsl,month-to-month,yes,electronic check,69.69,2938.34,no
cust-0231,female,1,22.0,yes,no,month-to-month,no,bank transfer,73.55,1626.29,no
cust-0490,female,0,15.0,yes,dsl,month-to-month,no,electronic check,65.02,1016.52,yes
cust-0773,male,1,54.0,yes,dsl,month-to-month,yes,bank transfer,107.64,5754.64,no
cust-0379,female,0,47.0,yes,fiber optic,month-to-month,no,electronic check,74.43,3521.5,no
cust-0289,male,0,54.0,yes,fiber optic,month-to-month,no,bank transfer,37.82,2060.72,no
cust-0419,female,0,23.0,yes,no,month-to-month,yes,bank transfer,109.38,2514.11,yes
cust-0675,male,0,52.0,yes,fiber optic,one year,yes,mailed check,81.55,4134.08,no
cust-0392,male,0,63.0,yes,fiber optic,month-to-month,yes,bank transfer,36.14,2366.36,no
cust-0593,male,0,41.0,yes,fiber optic,two year,no,electronic check,64.1,2673.04,no
cust-0499,female,0,29.0,yes,dsl,two year,no,credit card,83.28,2490.65,no
cust-0139,male,0,1.0,no,dsl,month-to-month,yes,bank transfer,20.96,21.61,yes
cust-0063,female,0,66.0,yes,no,month-to-month,no,electronic check,35.43,2314.66,no
cust-0472,female,0,65.0,no,no,two year,yes,electronic check,109.97,6925.47,no
cust-0648,female,0,31.0,yes,fiber optic,one year,no,electronic check,35.9,1124.49,no
cust-0129,male,0,48.0,yes,dsl,one year,yes,credit card,92.29,4481.67,no
cust-0521,female,0,1.0,yes,dsl,month-to-month,yes,electronic check,20.14,20.33,yes
cust-0839,female,1,4.0,yes,fiber optic,two year,yes,mailed check,,321.39,no
cust-0065,male,0,51.0,yes,dsl,month-to-month,no,electronic check,82.4,,yes
cust-0813,male,0,47.0,yes,fiber optic,two year,yes,electronic check,51.49,2347.35,yes
cust-0015,male,0,50.0,yes,fiber optic,two year,yes,bank transfer,88.31,,no
cust-0157,female,0,5.0,yes,fiber optic,month-to-month,yes,electronic check,86.97,441.97,yes
cust-0041,male,0,33.0,yes,fiber optic,month-to-month,yes,bank transfer,28.55,928.67,no
cust-0493,male,0,37.0,yes,dsl,one year,yes,mailed check,49.16,1760.4,no
cust-0380,male,0,18.0,yes,fiber optic,two year,yes,mailed check,63.21,1189.81,no
cust-0188,female,0,35.0,yes,dsl,month-to-month,no,electronic check,69.96,2502.09,no
cust-0764,female,0,7.0,yes,no,two year,yes,credit card,106.47,779.16,no
cust-0217,male,0,6.0,yes,fiber optic,one year,yes,electronic check,101.96,602.64,no
cust-0922,male,0,65.0,yes,dsl,one year,yes,electronic check,,5074.97,no
cust-0792,female,0,10.0,yes,dsl,month-to-month,yes,credit card,101.4,996.33,yes
cust-0053,female,1,39.0,yes,,one year,yes,bank transfer,70.69,2884.94,yes
cust-0879,male,0,61.0,yes,no,month-to-month,yes,bank transfer,22.37,1302.44,yes
cust-0338,female,0,,yes,,two year,yes,credit card,72.35,3111.5,no
cust-0749,female,0,18.0,no,fiber optic,month-to-month,no,electronic check,,1973.36,no
cust-0720,female,0,51.0,yes,fiber optic,two year,no,credit card,63.92,3176.41,yes
cust-0725,female,0,33.0,yes,dsl,month-to-month,yes,credit card,71.45,2345.94,no
cust-0296,female,0,22.0,yes,fiber optic,month-to-month,yes,mailed check,50.64,,no
cust-0702,male,0,44.0,yes,fiber optic,month-to-month,yes,mailed check,47.87,2139.94,no
cust-0252,male,0,33.0,yes,dsl,two year,yes,bank transfer,98.78,3402.76,no
cust-0727,male,0,55.0,yes,dsl,month-to-month,yes,electronic check,55.5,3159.42,no
cust-0462,female,0,,yes,fiber optic,one year,no,mailed check,59.27,2524.81,no
cust-0456,male,1,20.0,yes,dsl,one year,no,mailed check,21.12,417.45,no
cust-0271,female,0,64.0,yes,no,month-to-month,no,electronic check,81.01,5049.88,yes
cust-0816,female,1,6.0,yes,fiber optic,month-to-month,yes,bank transfer,78.33,489.33,yes
cust-0270,male,0,11.0,yes,no,month-to-month,no,bank transfer,,,yes
cust-0202,male,0,4.0,yes,dsl,one year,yes,credit card,41.57,164.27,no
cust-0162,female,0,60.0,yes,dsl,one year,yes,mailed check,59.51,3723.27,no
cust-0556,male,0,52.0,yes,fiber optic,month-to-month,yes,credit card,43.41,2363.9,yes
cust-0730,male,0,23.0,yes,fiber optic,month-to-month,yes,credit card,66.03,1467.84,no
cust-0402,female,0,70.0,yes,dsl,two year,yes,mailed check,60.24,4341.29,no
cust-0703,male,0,64.0,yes,fiber optic,month-to-month,yes,credit card,33.05,2103.77,no
cust-0477,male,0,,yes,fiber optic,month-to-month,yes,bank transfer,83.35,2392.83,yes
cust-0822,male,0,7.0,yes,fiber optic,one year,yes,electronic check,77.39,,no
cust-0772,female,0,28.0,yes,fiber optic,month-to-month,yes,credit card,63.66,1741.56,no
cust-0106,male,0,8.0,yes,no,month-to-month,no,electronic check,70.39,570.16,no
cust-0566,female,0,53.0,yes,dsl,one year,yes,mailed check,102.62,5359.99,no
cust-0390,female,0,39.0,yes,dsl,month-to-month,no,bank transfer,32.7,1246.97,no
cust-0002,female,0,35.0,yes,dsl,one year,yes,bank transfer,71.41,2420.55,no
cust-0977,female,0,,yes,fiber optic,month-to-month,yes,mailed check,85.12,2263.66,no
cust-0562,male,0,15.0,no,dsl,month-to-month,no,electronic check,45.06,695.68,yes
cust-0932,female,0,43.0,yes,fiber optic,month-to-month,no,bank transfer,41.31,1802.73,no
cust-0081,female,0,68.0,yes,fiber optic,one year,yes,mailed check,104.22,7034.21,no
cust-0206,male,0,38.0,yes,fiber optic,one year,no,electronic check,32.1,,no
cust-0035,female,0,37.0,yes,fiber optic,one year,no,credit card,23.38,878.29,no
cust-0776,male,0,21.0,yes,no,month-to-month,no,electronic check,103.8,2201.65,no
cust-0509,female,0,34.0,yes,fiber optic,month-to-month,no,electronic check,52.2,1781.83,yes
cust-0428,female,1,53.0,yes,fiber optic,month-to-month,yes,credit card,54.33,2877.48,yes
cust-0455,male,0,47.0,yes,fiber optic,one year,no,mailed check,22.4,1049.86,no
cust-0367,female,0,61.0,yes,dsl,two year,yes,mailed check,109.65,6894.12,no
cust-0092,female,0,3.0,yes,fiber optic,month-to-month,yes,bank transfer,92.43,270.7,yes
cust-0340,male,0,39.0,yes,no,one year,yes,mailed check,88.53,3434.84,no
cust-0898,female,0,,yes,fiber optic,two year,no,mailed check,21.45,893.42,no
cust-0565,male,0,51.0,yes,fiber optic,one year,yes,bank transfer,85.76,4346.63,no
cust-0346,female,0,37.0,yes,fiber optic,one year,yes,credit card,29.99,1060.33,no
cust-0777,male,0,13.0,yes,no,one year,yes,bank transfer,106.49,1331.49,no
cust-0242,female,0,47.0,yes,fiber optic,month-to-month,no,bank transfer,66.82,3062.03,no
cust-0014,male,0,68.0,yes,fiber optic,month-to-month,no,credit card,90.35,,yes
cust-0316,female,0,6.0,yes,fiber optic,month-to-month,yes,credit card,56.56,,yes
cust-0601,male,0,19.0,yes,dsl,month-to-month,yes,credit card,104.08,1978.17,no
cust-0388,male,0,15.0,yes,dsl,month-to-month,no,bank transfer,,545.62,no
